date,January,February,March,April,May,June,July,August,September,October,November,December
1977,33.3,45.2,57.5,64.9,71.9,79.1,81.3,79.6,75.7,60.3,55.9,44.8
1978,35.6,38.8,51.2,63.9,70.0,78.0,80.7,79.3,76.9,62.2,59.2,46.6
1979,37.8,43.6,55.8,63.6,69.5,75.2,79.0,78.4,72.6,62.4,52.8,45.6
1980,46.7,42.7,52.6,60.6,70.2,77.4,82.6,81.5,78.1,60.2,52.0,45.0
1981,39.5,47.2,52.2,66.8,67.3,79.9,81.4,78.3,71.5,61.8,54.8,43.1
1982,42.9,48.4,58.5,60.4,71.7,76.3,79.5,78.6,72.2,64.1,55.1,52.4
1983,42.1,46.6,52.0,57.8,68.6,74.5,80.6,81.1,72.0,64.0,53.2,41.8
1984,40.3,48.6,53.7,61.0,68.8,77.0,78.2,77.3,72.5,69.5,51.8,55.1
1985,37.2,45.5,58.7,64.0,70.6,77.5,78.5,78.4,72.7,67.6,61.2,41.6
1986,43.1,51.5,55.4,62.5,71.4,79.0,82.3,78.4,76.4,64.4,58.8,45.9
1987,43.0,48.2,55.7,60.2,73.4,77.0,80.2,81.3,73.6,57.8,55.7,50.4
1988,40.7,45.4,54.3,62.8,68.3,77.1,78.9,80.4,74.5,59.2,56.5,46.8
1989,50.6,48.1,57.3,61.1,68.6,76.0,78.6,78.6,72.9,62.3,54.0,38.3
1990,49.8,54.7,58.1,61.4,69.4,77.6,79.5,80.9,76.3,64.0,56.4,50.9
1991,45.8,50.4,56.9,65.9,73.2,76.8,80.5,78.8,74.4,64.6,50.4,49.8
1992,44.1,51.4,54.9,61.5,68.0,74.9,79.9,75.8,73.4,61.9,52.4,47.1
1993,48.8,46.2,51.7,58.7,68.8,77.6,82.2,80.1,74.0,62.8,51.7,45.3
1994,40.8,50.3,55.7,64.7,68.4,77.8,77.6,77.2,72.2,64.0,58.0,49.9
1995,45.4,47.6,58.2,63.2,72.1,75.2,81.1,81.9,73.7,63.6,49.7,44.7
1996,43.5,47.3,50.9,60.0,73.0,76.7,79.6,77.9,72.1,62.7,52.7,49.1
1997,45.9,50.8,61.2,58.8,67.2,74.0,80.1,77.7,74.8,63.1,50.0,44.8
1998,47.8,49.2,53.4,61.6,73.6,80.7,81.8,79.9,77.4,66.8,57.9,51.4
1999,49.4,51.8,52.8,67.1,69.5,76.7,80.5,81.8,73.3,63.6,56.2,47.0
2000,46.5,52.3,58.9,60.1,74.0,77.6,81.9,81.0,73.9,64.6,52.8,39.2
2001,41.2,52.6,51.4,64.7,70.6,75.8,79.7,78.5,71.9,60.6,58.8,50.6
2002,46.8,46.0,55.0,66.4,70.2,77.2,80.3,79.7,77.3,67.8,51.0,45.2
2003,40.0,48.0,57.6,63.3,71.6,75.6,78.5,79.4,73.1,63.5,58.2,44.0
2004,44.2,45.4,59.0,61.2,72.7,76.8,79.2,76.3,73.8,68.5,57.8,45.1
2005,49.2,51.2,53.5,61.0,68.3,76.7,80.4,80.5,76.9,63.8,55.8,43.4
2006,51.1,46.1,56.1,67.5,70.4,78.1,81.9,82.3,72.8,61.9,52.8,49.4
2007,46.7,44.8,60.0,60.0,71.2,78.8,79.2,84.4,76.0,66.5,53.6,51.6
2008,43.0,49.2,55.2,62.8,70.3,78.7,80.0,78.4,74.5,62.2,51.0,49.7
2009,45.3,48.2,57.3,61.4,71.2,79.4,78.1,78.0,75.0,62.8,53.4,44.8
2010,40.0,40.6,51.2,64.2,73.3,80.9,82.6,83.0,76.9,64.3,55.2,40.3
2011,41.1,49.5,57.8,65.7,69.9,81.2,81.7,81.8,72.1,60.6,55.3,49.3
2012,50.1,52.1,64.6,65.0,73.4,76.8,81.6,78.1,73.0,62.2,51.2,50.9
2013,50.0,48.0,49.8,62.2,68.2,78.0,77.7,77.9,75.0,64.9,51.6,47.9
2014,37.3,47.3,52.3,62.4,70.2,77.9,77.8,79.5,76.3,65.2,48.2,50.0
2015,43.6,41.3,57.8,66.0,71.8,78.8,81.6,79.0,74.4,65.0,59.2,56.9
2016,43.0,49.8,59.7,63.6,70.2,79.2,82.0,81.6,78.6,68.5,57.8,50.1
2017,52.4,55.6,58.4,67.2,69.9,75.8,80.6,78.8,73.4,65.8,55.6,46.9
2018,40.4,58.0,55.4,59.5,74.4,79.3,80.7,79.5,79.4,67.4,50.4,49.0
2019,46.5,56.1,55.0,63.5,74.2,78.1,80.6,80.6,80.2,67.8,50.6,51.3
2020,49.5,51.0,63.5,62.0,68.9,76.9,80.9,80.2,74.3,66.9,58.4,45.9
2021,46.6,46.7,59.6,61.6,69.4,77.0,79.4,80.0,73.9,67.4,52.2,56.9
